dataset,classifier,hyperparameters,test_mcc,test_mcc_stdev,test_accuracy,test_accuracy_stdev,test_recall,test_recall_stdev,test_specificity,test_specificity_stdev,test_gm,test_gm_stdev,test_uar,test_uar_stdev,test_bm,test_bm_stdev
3093,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 125}",0.564852,0.095747,0.794525,0.04497,0.822015,0.056919,0.746205,0.089017,0.781041,0.051384,0.78411,0.04927,0.56822,0.098539
4176,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 50}",0.555706,0.096397,0.788829,0.045874,0.810391,0.059037,0.750894,0.08634,0.778026,0.050613,0.780642,0.049186,0.561285,0.098371
3355,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 150}",0.573336,0.095458,0.799253,0.044544,0.830087,0.056149,0.745045,0.090333,0.784205,0.05172,0.787566,0.049279,0.575131,0.098557
3360,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 75}",0.548967,0.0997,0.787979,0.046884,0.821919,0.059138,0.728252,0.089912,0.771442,0.053171,0.775085,0.050877,0.550171,0.101755
274,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 175}",0.570753,0.094036,0.797438,0.04435,0.825378,0.057145,0.748314,0.086781,0.783819,0.050158,0.786846,0.048192,0.573692,0.096384
7699,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 175}",0.567898,0.095992,0.796619,0.045041,0.827728,0.057327,0.74194,0.089184,0.781476,0.051572,0.784834,0.049293,0.569668,0.098585
273,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150}",0.569181,0.096036,0.796965,0.04523,0.826336,0.057294,0.745331,0.087807,0.782692,0.05132,0.785833,0.049214,0.571667,0.098428
5403,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 100}",0.567479,0.096484,0.79641,0.044862,0.827289,0.056768,0.742062,0.092205,0.781196,0.052389,0.784675,0.049873,0.56935,0.099745
5785,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 75}",0.545786,0.09817,0.78834,0.045081,0.83273,0.056276,0.7103,0.09448,0.766555,0.05439,0.771515,0.050617,0.54303,0.101235
5907,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 100}",0.55917,0.097525,0.792999,0.045293,0.827036,0.056343,0.733169,0.092146,0.776387,0.053068,0.780103,0.050343,0.560206,0.100685
6001,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 75}",0.553859,0.096113,0.791425,0.044279,0.830511,0.054425,0.722692,0.092226,0.772424,0.05279,0.776602,0.049773,0.553203,0.099547
81,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 175}",0.574018,0.096271,0.798602,0.045585,0.824448,0.058172,0.753172,0.087708,0.785912,0.051282,0.78881,0.049367,0.57762,0.098734
7440,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 150}",0.561849,0.095722,0.795242,0.044234,0.834542,0.055172,0.72616,0.090416,0.776226,0.05221,0.780351,0.049245,0.560702,0.09849
3155,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 100}",0.565659,0.096743,0.795918,0.044784,0.828544,0.055384,0.738552,0.091737,0.780015,0.052442,0.783548,0.049962,0.567096,0.099924
19,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 125}",0.564566,0.098184,0.794895,0.045958,0.825095,0.057341,0.74176,0.090205,0.780149,0.052537,0.783428,0.05041,0.566855,0.10082
1393,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 75}",0.567502,0.097516,0.797022,0.045365,0.831203,0.056571,0.736914,0.091597,0.780379,0.052784,0.784058,0.050238,0.568116,0.100477
1041,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 150}",0.573504,0.09811,0.799392,0.045845,0.830786,0.057119,0.744218,0.091446,0.784085,0.052912,0.787502,0.05057,0.575004,0.10114
1121,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150}",0.563646,0.099366,0.794137,0.046832,0.822787,0.058673,0.743708,0.088675,0.780144,0.052686,0.783248,0.050697,0.566495,0.101395
7218,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 150}",0.571289,0.096962,0.798999,0.044907,0.834148,0.055958,0.737214,0.092524,0.781874,0.05285,0.785681,0.050102,0.571362,0.100204
6001,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 75}",0.554955,0.097094,0.791777,0.044974,0.830404,0.056415,0.7238,0.092444,0.772908,0.052973,0.777102,0.050051,0.554204,0.100102
30,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150}",0.562449,0.096389,0.793102,0.045345,0.819305,0.057325,0.746997,0.087672,0.780255,0.050938,0.783151,0.049301,0.566302,0.098603
6178,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 50}",0.552178,0.097934,0.788454,0.046152,0.816766,0.058874,0.73866,0.089221,0.774524,0.052158,0.777713,0.050047,0.555426,0.100093
1083,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100}",0.564631,0.096874,0.795034,0.045446,0.82569,0.057062,0.741097,0.087737,0.780181,0.051501,0.783394,0.049474,0.566787,0.098948
3163,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 75}",0.569198,0.097279,0.796897,0.045471,0.825771,0.056747,0.7461,0.090495,0.782747,0.052288,0.785935,0.050121,0.571871,0.100242
6002,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 175}",0.564091,0.095849,0.795946,0.0442,0.83314,0.055339,0.730512,0.091739,0.77784,0.052252,0.781826,0.049426,0.563652,0.098852
3347,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 175}",0.574764,0.098304,0.800339,0.045659,0.833244,0.055906,0.742514,0.092235,0.78434,0.053377,0.787879,0.050794,0.575758,0.101588
7961,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 50}",0.572824,0.093684,0.796504,0.044532,0.815011,0.058854,0.763937,0.086812,0.786935,0.049538,0.789474,0.047976,0.578948,0.095953
8016,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 100}",0.55444,0.098001,0.791054,0.045379,0.827014,0.056435,0.727866,0.093435,0.773468,0.053656,0.77744,0.050663,0.55488,0.101325
4688,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 175}",0.560585,0.097363,0.792394,0.045891,0.820089,0.058813,0.743692,0.08952,0.778752,0.051766,0.781891,0.04988,0.563782,0.099761
1331,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 75}",0.572855,0.094359,0.799748,0.044191,0.834816,0.056312,0.73808,0.087381,0.78285,0.050697,0.786448,0.0483,0.572896,0.096599
284,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 150}",0.55242,0.099246,0.789694,0.046323,0.823239,0.056942,0.730672,0.090581,0.773405,0.053152,0.776956,0.050918,0.553912,0.101836
5531,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 175}",0.556203,0.094587,0.793075,0.043898,0.835884,0.05567,0.717817,0.088894,0.772367,0.051591,0.77685,0.048486,0.553701,0.096971
7195,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150}",0.578137,0.094126,0.80046,0.04423,0.825222,0.056391,0.756934,0.08729,0.788276,0.050318,0.791078,0.048334,0.582156,0.096668
3377,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 125}",0.568041,0.096301,0.79787,0.04448,0.834838,0.054484,0.732858,0.091143,0.779978,0.052562,0.783848,0.04974,0.567696,0.09948
8018,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 100}",0.560776,0.094325,0.793399,0.044201,0.825653,0.057159,0.73668,0.089103,0.777651,0.050974,0.781166,0.048485,0.562333,0.096971
81,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 75}",0.562608,0.09775,0.793687,0.0459,0.822416,0.057393,0.743152,0.08897,0.779664,0.052112,0.782784,0.050085,0.565568,0.100171
