dataset,classifier,hyperparameters,test_mcc,test_mcc_stdev,test_accuracy,test_accuracy_stdev,test_recall,test_recall_stdev,test_specificity,test_specificity_stdev,test_gm,test_gm_stdev,test_uar,test_uar_stdev,test_bm,test_bm_stdev
7871,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 100}",0.700975,0.069543,0.853856,0.03369,0.900312,0.039042,0.790676,0.06148,0.842835,0.037114,0.845494,0.035678,0.690988,0.071357
2750,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 175}",0.695725,0.069884,0.851253,0.033904,0.893275,0.040594,0.794102,0.061101,0.841336,0.03693,0.843689,0.035699,0.687377,0.071399
5756,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 125}",0.696031,0.068385,0.851476,0.033101,0.898254,0.0389,0.787843,0.060599,0.840368,0.03641,0.843049,0.035029,0.686098,0.070057
2704,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 175}",0.692696,0.070513,0.849735,0.034166,0.892739,0.041255,0.791226,0.06329,0.83947,0.037504,0.841983,0.036133,0.683966,0.072267
7999,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 100}",0.700485,0.069178,0.853558,0.033586,0.897751,0.040588,0.793446,0.060713,0.843091,0.036658,0.845598,0.035333,0.691197,0.070665
1983,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150}",0.697219,0.069783,0.851995,0.033838,0.895784,0.040228,0.792438,0.061462,0.841626,0.03702,0.844111,0.035707,0.688222,0.071415
6839,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 175}",0.69734,0.070074,0.85205,0.033966,0.894176,0.040212,0.794763,0.061274,0.84212,0.037044,0.844469,0.035819,0.688939,0.071637
8062,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 75}",0.701598,0.069137,0.854116,0.03355,0.898598,0.039822,0.793623,0.061204,0.843587,0.036783,0.84611,0.035429,0.692221,0.070858
7933,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 175}",0.703877,0.068014,0.855236,0.032954,0.901478,0.038952,0.792338,0.060839,0.844265,0.036315,0.846908,0.034903,0.693816,0.069806
8181,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 175}",0.700215,0.070009,0.85342,0.033953,0.897411,0.040636,0.79359,0.061577,0.842993,0.037144,0.8455,0.035799,0.691,0.071598
